store_id,name,store_type,status,latitude,longitude,address_street,address_city,address_state,address_postal_code,address_country,phone,services,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun
S0032,Minneapolis Store,regular,active,44.9431,-93.2747,977 Broadway St,Minneapolis,MN,55401,USA,649-365-6514,returns|garden_center,07:00-20:00,06:00-22:00,closed,09:00-22:00,closed,10:00-22:00,closed
S0033,Minneapolis Store,regular,active,44.9109,-93.2402,561 Park St,Minneapolis,MN,55401,USA,799-341-1814,gift_wrapping|garden_center,10:00-20:00,09:00-22:00,06:00-21:00,07:00-22:00,07:00-24:00,10:00-20:00,08:00-22:00
S0034,Minneapolis Store,flagship,active,44.9977,-93.248,191 Second St,Minneapolis,MN,55401,USA,869-248-4057,pharmacy|returns|automotive|pickup,10:00-22:00,08:00-21:00,06:00-21:00,08:00-21:00,07:00-23:00,07:00-24:00,08:00-23:00
S0035,St. Paul Store,regular,active,44.9158,-93.0802,351 Third St,St. Paul,MN,55101,USA,867-831-8983,returns|pharmacy|gift_wrapping,06:00-21:00,07:00-20:00,08:00-22:00,09:00-20:00,08:00-22:00,07:00-23:00,06:00-24:00
S0036,Minneapolis Store,outlet,active,44.9686,-93.2591,976 Third St,Minneapolis,MN,55401,USA,622-737-4338,photo_printing|pharmacy|garden_center|pickup,09:00-24:00,06:00-23:00,06:00-24:00,10:00-23:00,08:00-20:00,08:00-22:00,closed
S0037,Worcester Store,regular,active,42.2544,-71.7714,880 Park St,Worcester,MA,01608,USA,798-321-8713,returns|photo_printing|gift_wrapping|optical|pickup,09:00-23:00,06:00-24:00,07:00-21:00,closed,10:00-21:00,07:00-21:00,08:00-20:00
S0038,Worcester Store,outlet,active,42.2404,-71.8278,491 Washington St,Worcester,MA,01608,USA,765-332-5604,pharmacy|optical|pickup,09:00-21:00,09:00-21:00,08:00-24:00,09:00-20:00,10:00-24:00,07:00-24:00,09:00-23:00
S0039,Boston Store,outlet,active,42.3903,-71.0858,66 Broadway St,Boston,MA,02101,USA,433-485-6855,returns|automotive|optical,08:00-24:00,07:00-20:00,10:00-23:00,10:00-24:00,09:00-21:00,10:00-22:00,06:00-22:00
S0040,Boston Store,outlet,active,42.3577,-71.0492,239 Washington St,Boston,MA,02101,USA,264-562-2056,automotive|gift_wrapping|pickup,08:00-24:00,07:00-21:00,09:00-20:00,10:00-22:00,07:00-20:00,06:00-22:00,06:00-24:00
S0041,Boston Store,regular,active,42.3654,-71.0448,28 Third St,Boston,MA,02101,USA,525-906-9334,gift_wrapping|pharmacy|garden_center|optical,06:00-24:00,08:00-22:00,07:00-24:00,10:00-23:00,06:00-22:00,06:00-20:00,10:00-24:00
S0042,Worcester Store,regular,active,42.3132,-71.7766,281 Park St,Worcester,MA,01608,USA,986-793-2362,gift_wrapping|automotive|pickup|pharmacy|returns,08:00-21:00,09:00-23:00,06:00-24:00,07:00-23:00,06:00-20:00,09:00-20:00,08:00-22:00
S0043,Worcester Store,express,active,42.2789,-71.835,588 Main St,Worcester,MA,01608,USA,954-445-1287,pharmacy|pickup|returns|optical,07:00-24:00,07:00-22:00,08:00-23:00,06:00-21:00,09:00-24:00,08:00-23:00,07:00-24:00
S0044,Worcester Store,outlet,active,42.2918,-71.7978,70 Washington St,Worcester,MA,01608,USA,470-209-5174,pharmacy|gift_wrapping|photo_printing|pickup|optical,10:00-23:00,07:00-20:00,07:00-21:00,09:00-23:00,10:00-23:00,10:00-23:00,07:00-22:00
S0045,Boston Store,outlet,active,42.3279,-71.0897,67 Main St,Boston,MA,02101,USA,545-862-8347,garden_center|pharmacy,06:00-23:00,09:00-24:00,10:00-24:00,08:00-24:00,09:00-22:00,10:00-20:00,07:00-21:00
S0046,Boston Store,regular,active,42.3427,-71.0191,910 Elm St,Boston,MA,02101,USA,907-393-3902,returns|optical|photo_printing,10:00-24:00,closed,08:00-22:00,09:00-22:00,09:00-24:00,09:00-21:00,06:00-22:00
S0047,Boston Store,regular,active,42.4014,-71.0671,105 Third St,Boston,MA,02101,USA,587-845-6778,gift_wrapping|pharmacy|returns|automotive,08:00-20:00,09:00-23:00,closed,08:00-21:00,07:00-22:00,06:00-24:00,10:00-20:00
S0048,Boston Store,regular,active,42.3814,-71.072,533 Elm St,Boston,MA,02101,USA,835-358-2419,automotive|photo_printing,08:00-24:00,09:00-23:00,08:00-21:00,06:00-22:00,08:00-24:00,08:00-20:00,07:00-24:00
S0049,Worcester Store,express,active,42.2477,-71.7732,705 Second St,Worcester,MA,01608,USA,363-989-7584,optical|gift_wrapping|pharmacy|photo_printing,09:00-22:00,09:00-20:00,09:00-23:00,07:00-22:00,06:00-23:00,09:00-20:00,10:00-22:00
S0050,Boston Store,regular,active,42.37,-71.0177,277 Main St,Boston,MA,02101,USA,436-812-1853,pickup|pharmacy|returns|automotive|garden_center,06:00-24:00,06:00-23:00,10:00-24:00,07:00-23:00,08:00-24:00,06:00-21:00,10:00-23:00
S0051,Worcester Store,regular,active,42.2918,-71.7585,796 Third St,Worcester,MA,01608,USA,470-590-3996,optical|returns|pharmacy,06:00-20:00,10:00-21:00,07:00-22:00,06:00-24:00,09:00-21:00,07:00-24:00,07:00-20:00
S0052,Boston Store,regular,active,42.4028,-71.0951,67 Park St,Boston,MA,02101,USA,666-526-1156,automotive|photo_printing|gift_wrapping,07:00-21:00,10:00-22:00,06:00-22:00,09:00-21:00,08:00-21:00,06:00-20:00,07:00-24:00
S0053,Boston Store,regular,active,42.3444,-71.0225,48 Oak St,Boston,MA,02101,USA,980-571-3702,garden_center|returns|pickup|automotive,06:00-20:00,10:00-20:00,08:00-21:00,07:00-22:00,closed,07:00-23:00,closed
S0054,Boston Store,regular,active,42.3715,-71.0931,346 Oak St,Boston,MA,02101,USA,501-421-1831,garden_center|automotive|returns|photo_printing|pharmacy,10:00-23:00,08:00-22:00,10:00-21:00,09:00-23:00,10:00-20:00,08:00-22:00,closed
S0055,Boston Store,regular,active,42.3465,-71.0478,64 Oak St,Boston,MA,02101,USA,801-833-2184,pharmacy|pickup,08:00-23:00,07:00-21:00,08:00-24:00,06:00-24:00,09:00-24:00,07:00-23:00,09:00-21:00
S0056,Worcester Store,regular,active,42.2707,-71.7678,86 Washington St,Worcester,MA,01608,USA,885-497-2954,returns|optical,08:00-21:00,10:00-23:00,07:00-23:00,08:00-23:00,06:00-24:00,closed,06:00-22:00
S0057,Worcester Store,regular,active,42.2582,-71.8482,189 Third St,Worcester,MA,01608,USA,986-456-3626,returns|photo_printing|gift_wrapping|optical|garden_center,08:00-24:00,10:00-20:00,10:00-23:00,08:00-23:00,07:00-21:00,06:00-23:00,08:00-20:00
S0058,Worcester Store,regular,active,42.2746,-71.8492,902 Washington St,Worcester,MA,01608,USA,396-341-7631,pharmacy|returns|automotive|garden_center|photo_printing,06:00-22:00,09:00-21:00,10:00-21:00,07:00-22:00,10:00-22:00,08:00-24:00,07:00-20:00
S0059,Worcester Store,regular,active,42.275,-71.8359,290 Washington St,Worcester,MA,01608,USA,996-265-9971,pickup|gift_wrapping|garden_center,08:00-21:00,10:00-22:00,09:00-21:00,09:00-21:00,07:00-20:00,09:00-24:00,08:00-22:00
S0060,Boston Store,regular,active,42.3946,-71.0665,87 Third St,Boston,MA,02101,USA,754-924-2924,returns|gift_wrapping|automotive|photo_printing|pharmacy,09:00-22:00,08:00-23:00,07:00-20:00,08:00-22:00,closed,07:00-20:00,07:00-20:00
S0061,Boston Store,outlet,active,42.3544,-71.0797,801 Park St,Boston,MA,02101,USA,489-859-5904,pharmacy|automotive|returns|gift_wrapping|photo_printing,06:00-20:00,07:00-21:00,09:00-22:00,08:00-24:00,10:00-24:00,06:00-23:00,07:00-22:00
S0062,Worcester Store,outlet,active,42.2187,-71.8394,623 Elm St,Worcester,MA,01608,USA,492-526-5694,automotive|pickup,09:00-22:00,09:00-24:00,07:00-20:00,10:00-23:00,06:00-22:00,09:00-20:00,09:00-23:00
S0063,Boston Store,regular,temporarily_closed,42.3981,-71.0752,146 Third St,Boston,MA,02101,USA,718-285-2016,optical|automotive|pickup|gift_wrapping,08:00-22:00,08:00-21:00,10:00-22:00,06:00-21:00,08:00-22:00,07:00-23:00,10:00-22:00
S0064,Worcester Store,outlet,active,42.2227,-71.7891,762 Second St,Worcester,MA,01608,USA,713-412-6773,gift_wrapping|pharmacy|photo_printing|garden_center,07:00-24:00,10:00-23:00,07:00-20:00,08:00-24:00,10:00-20:00,10:00-23:00,10:00-24:00
S0065,Worcester Store,outlet,active,42.2846,-71.8085,839 Broadway St,Worcester,MA,01608,USA,655-743-8373,automotive|optical|pharmacy|garden_center,08:00-24:00,10:00-24:00,06:00-21:00,09:00-20:00,09:00-24:00,08:00-20:00,07:00-24:00
S0066,Boston Store,outlet,active,42.3186,-71.0917,682 Park St,Boston,MA,02101,USA,452-693-2634,pharmacy|garden_center|photo_printing|automotive,09:00-21:00,10:00-22:00,07:00-20:00,06:00-24:00,09:00-21:00,10:00-22:00,09:00-23:00
S0067,Boston Store,regular,active,42.403,-71.1045,91 Third St,Boston,MA,02101,USA,512-346-9954,returns|gift_wrapping,06:00-23:00,08:00-20:00,06:00-24:00,closed,06:00-22:00,06:00-23:00,08:00-23:00
S0068,Worcester Store,regular,active,42.3105,-71.7622,458 Market St,Worcester,MA,01608,USA,362-421-4019,automotive|returns|pharmacy,08:00-22:00,closed,06:00-22:00,06:00-23:00,08:00-23:00,07:00-21:00,07:00-22:00
S0069,Worcester Store,flagship,active,42.2344,-71.8156,602 Third St,Worcester,MA,01608,USA,878-486-1175,automotive|garden_center|gift_wrapping,06:00-20:00,06:00-24:00,06:00-24:00,07:00-22:00,07:00-23:00,10:00-20:00,10:00-23:00
S0070,Boston Store,flagship,active,42.3636,-71.1051,591 Main St,Boston,MA,02101,USA,352-299-2606,gift_wrapping|photo_printing,10:00-22:00,09:00-23:00,09:00-22:00,09:00-24:00,06:00-21:00,07:00-24:00,09:00-21:00
S0071,Worcester Store,regular,active,42.2728,-71.7883,89 Second St,Worcester,MA,01608,USA,570-464-1144,gift_wrapping|returns|photo_printing|pharmacy|pickup,06:00-22:00,07:00-24:00,09:00-22:00,09:00-20:00,09:00-22:00,closed,09:00-24:00
S0072,Boston Store,regular,active,42.3245,-71.0875,281 Second St,Boston,MA,02101,USA,343-838-2114,photo_printing|garden_center,06:00-23:00,07:00-20:00,08:00-22:00,06:00-21:00,07:00-21:00,09:00-23:00,08:00-24:00
S0073,Cleveland Store,outlet,active,41.525,-81.7176,627 Elm St,Cleveland,OH,44114,USA,957-527-7918,pickup|automotive|photo_printing,09:00-20:00,07:00-23:00,09:00-22:00,10:00-20:00,10:00-23:00,closed,closed
S0074,Columbus Store,regular,active,39.9222,-82.9917,257 Oak St,Columbus,OH,43215,USA,650-456-6783,pharmacy|returns|garden_center|gift_wrapping|optical,06:00-24:00,07:00-22:00,closed,09:00-24:00,closed,06:00-24:00,07:00-23:00
S0075,Toledo Store,outlet,active,41.6256,-83.5082,79 Third St,Toledo,OH,43604,USA,950-839-4118,garden_center|returns|optical|automotive,06:00-22:00,08:00-20:00,closed,09:00-22:00,06:00-23:00,10:00-20:00,08:00-22:00
S0076,Columbus Store,regular,active,39.9269,-83.0377,348 Third St,Columbus,OH,43215,USA,732-923-5694,garden_center|returns|pickup|gift_wrapping,09:00-24:00,08:00-24:00,07:00-23:00,08:00-24:00,07:00-21:00,08:00-22:00,08:00-21:00
S0077,Toledo Store,regular,active,41.7079,-83.5164,804 Market St,Toledo,OH,43604,USA,741-327-9665,garden_center|gift_wrapping|pickup,06:00-22:00,10:00-24:00,10:00-24:00,closed,08:00-20:00,09:00-22:00,09:00-24:00
S0078,Columbus Store,regular,active,39.9134,-83.0167,877 Second St,Columbus,OH,43215,USA,736-596-1892,garden_center|returns|pharmacy,08:00-20:00,07:00-20:00,09:00-21:00,closed,06:00-23:00,07:00-20:00,09:00-24:00
S0079,Cleveland Store,express,active,41.4572,-81.7101,760 Elm St,Cleveland,OH,44114,USA,370-929-4578,photo_printing|pickup,09:00-21:00,10:00-24:00,06:00-23:00,10:00-20:00,06:00-22:00,07:00-21:00,08:00-22:00
S0080,Cincinnati Store,regular,active,39.1791,-84.2046,21 Main St,Cincinnati,OH,45202,USA,336-279-2593,returns|pickup|automotive|pharmacy|photo_printing,06:00-20:00,06:00-20:00,closed,09:00-21:00,07:00-22:00,06:00-20:00,08:00-24:00
S0081,Cincinnati Store,regular,active,39.1355,-84.1833,588 Second St,Cincinnati,OH,45202,USA,400-268-7203,returns|pickup|pharmacy|optical|automotive,08:00-23:00,09:00-20:00,08:00-22:00,07:00-24:00,06:00-22:00,10:00-24:00,09:00-20:00
S0082,Cincinnati Store,regular,active,39.1367,-84.1374,441 Third St,Cincinnati,OH,45202,USA,489-887-3477,automotive|gift_wrapping|pickup,10:00-22:00,08:00-21:00,10:00-24:00,10:00-24:00,07:00-23:00,08:00-21:00,10:00-21:00
S0083,Toledo Store,regular,active,41.6425,-83.5854,979 Washington St,Toledo,OH,43604,USA,237-777-8389,garden_center|returns|gift_wrapping|pharmacy,08:00-21:00,08:00-20:00,10:00-23:00,08:00-20:00,08:00-21:00,07:00-23:00,09:00-24:00
S0084,Toledo Store,express,active,41.7047,-83.5599,660 Second St,Toledo,OH,43604,USA,728-368-1562,garden_center|pharmacy,06:00-21:00,09:00-20:00,09:00-24:00,06:00-23:00,10:00-22:00,06:00-22:00,07:00-20:00
S0085,Cleveland Store,regular,active,41.5374,-81.6976,910 Elm St,Cleveland,OH,44114,USA,300-932-4505,returns|gift_wrapping|pickup|garden_center|photo_printing,10:00-20:00,07:00-21:00,closed,10:00-23:00,10:00-20:00,10:00-22:00,06:00-24:00
S0086,Toledo Store,flagship,active,41.6846,-83.539,29 Main St,Toledo,OH,43604,USA,477-327-5895,photo_printing|automotive|gift_wrapping|garden_center,10:00-23:00,10:00-23:00,06:00-20:00,10:00-21:00,08:00-21:00,06:00-24:00,08:00-20:00
S0087,Toledo Store,regular,active,41.6163,-83.5721,178 Oak St,Toledo,OH,43604,USA,751-210-7229,photo_printing|returns|garden_center|optical|pharmacy,09:00-20:00,06:00-24:00,10:00-22:00,07:00-23:00,09:00-23:00,09:00-24:00,08:00-24:00
S0088,Columbus Store,regular,active,39.9863,-83.046,458 Main St,Columbus,OH,43215,USA,816-493-5812,returns|photo_printing|automotive|gift_wrapping,10:00-21:00,06:00-20:00,06:00-24:00,06:00-20:00,08:00-21:00,08:00-23:00,07:00-22:00
S0089,Columbus Store,regular,active,39.941,-82.9497,127 Main St,Columbus,OH,43215,USA,849-492-5156,automotive|pickup,06:00-24:00,10:00-20:00,09:00-22:00,07:00-24:00,06:00-23:00,08:00-20:00,08:00-24:00
S0090,Columbus Store,regular,temporarily_closed,39.9234,-83.0049,668 Oak St,Columbus,OH,43215,USA,923-918-6526,gift_wrapping|garden_center,08:00-21:00,06:00-24:00,06:00-22:00,closed,10:00-23:00,07:00-20:00,10:00-21:00
S0091,Cincinnati Store,regular,active,39.1977,-84.2097,595 Oak St,Cincinnati,OH,45202,USA,225-869-3027,photo_printing|automotive|pickup|returns|optical,06:00-22:00,08:00-20:00,07:00-22:00,07:00-23:00,07:00-22:00,09:00-23:00,06:00-21:00
S0092,Cincinnati Store,regular,active,39.1768,-84.2074,329 Washington St,Cincinnati,OH,45202,USA,661-526-1002,pharmacy|automotive|returns,09:00-21:00,06:00-22:00,08:00-20:00,06:00-22:00,08:00-22:00,09:00-24:00,06:00-21:00
S0093,Cincinnati Store,regular,inactive,39.1711,-84.1354,293 Oak St,Cincinnati,OH,45202,USA,977-558-9213,returns|pickup,07:00-23:00,08:00-20:00,10:00-21:00,closed,10:00-22:00,08:00-22:00,09:00-23:00
S0094,Cleveland Store,outlet,active,41.5396,-81.6689,868 Main St,Cleveland,OH,44114,USA,351-398-7333,returns|photo_printing,07:00-23:00,08:00-24:00,08:00-22:00,07:00-24:00,09:00-20:00,07:00-24:00,10:00-22:00
S0095,Toledo Store,outlet,active,41.6791,-83.5111,892 Market St,Toledo,OH,43604,USA,613-575-4181,optical|gift_wrapping|pickup|automotive|returns,07:00-20:00,07:00-24:00,10:00-22:00,closed,10:00-24:00,08:00-24:00,06:00-20:00
S0096,Cleveland Store,regular,active,41.537,-81.6811,286 Park St,Cleveland,OH,44114,USA,861-489-6714,gift_wrapping|garden_center,10:00-24:00,08:00-22:00,06:00-21:00,06:00-20:00,07:00-23:00,09:00-20:00,06:00-21:00
S0097,Toledo Store,outlet,active,41.6659,-83.5067,56 Washington St,Toledo,OH,43604,USA,899-519-1704,garden_center|pickup|gift_wrapping,10:00-21:00,10:00-23:00,10:00-23:00,08:00-22:00,08:00-24:00,09:00-22:00,09:00-22:00
S0098,Cleveland Store,regular,active,41.4745,-81.7128,343 Second St,Cleveland,OH,44114,USA,308-956-8396,garden_center|automotive|returns|gift_wrapping|photo_printing,09:00-21:00,08:00-22:00,closed,09:00-22:00,08:00-23:00,07:00-24:00,10:00-22:00
S0099,Toledo Store,outlet,active,41.6588,-83.5377,387 Main St,Toledo,OH,43604,USA,303-735-3043,garden_center|pickup,06:00-22:00,09:00-23:00,09:00-21:00,08:00-24:00,09:00-22:00,10:00-21:00,10:00-20:00
S0100,Cleveland Store,outlet,active,41.5451,-81.7311,148 Elm St,Cleveland,OH,44114,USA,534-977-3383,pharmacy|automotive|returns|optical|garden_center,09:00-22:00,06:00-22:00,10:00-23:00,06:00-20:00,10:00-24:00,07:00-21:00,10:00-24:00
S0101,Toledo Store,regular,active,41.71,-83.5644,766 Main St,Toledo,OH,43604,USA,289-666-3586,pickup|automotive|gift_wrapping|pharmacy,08:00-20:00,10:00-23:00,09:00-23:00,06:00-20:00,09:00-20:00,10:00-23:00,08:00-22:00
S0102,Columbus Store,regular,active,39.974,-83.0419,30 Elm St,Columbus,OH,43215,USA,391-472-3897,gift_wrapping|garden_center|returns|pickup,06:00-21:00,10:00-21:00,07:00-21:00,07:00-20:00,closed,06:00-24:00,10:00-20:00
S0103,Cleveland Store,flagship,active,41.4909,-81.7409,428 Oak St,Cleveland,OH,44114,USA,327-991-9671,pharmacy|gift_wrapping|automotive|optical|photo_printing,06:00-20:00,10:00-23:00,06:00-22:00,06:00-22:00,08:00-21:00,closed,08:00-20:00
S0104,Columbus Store,outlet,active,39.9505,-82.991,97 Park St,Columbus,OH,43215,USA,416-609-5503,pickup|photo_printing|returns,10:00-23:00,08:00-20:00,06:00-23:00,08:00-21:00,09:00-21:00,10:00-24:00,10:00-22:00
S0105,Columbus Store,regular,active,39.9692,-82.9822,71 Third St,Columbus,OH,43215,USA,406-455-1830,photo_printing|returns|automotive|pickup|gift_wrapping,08:00-23:00,06:00-21:00,08:00-21:00,06:00-23:00,09:00-20:00,closed,07:00-22:00
S0106,Columbus Store,regular,active,39.9187,-83.002,880 Park St,Columbus,OH,43215,USA,323-865-6416,optical|photo_printing|automotive|returns,10:00-21:00,06:00-23:00,07:00-20:00,08:00-20:00,06:00-23:00,10:00-20:00,07:00-23:00
S0107,Toledo Store,regular,active,41.6824,-83.5751,683 Third St,Toledo,OH,43604,USA,263-207-1511,garden_center|returns|automotive|optical,09:00-20:00,closed,09:00-23:00,08:00-20:00,10:00-20:00,08:00-23:00,07:00-21:00
S0108,Toledo Store,regular,active,41.7113,-83.5376,484 Third St,Toledo,OH,43604,USA,479-360-3480,gift_wrapping|automotive|optical|pharmacy,09:00-23:00,10:00-24:00,07:00-24:00,closed,09:00-22:00,08:00-23:00,09:00-22:00
